Worker ID,Problem,Age,Gender,Strong hand,Education,Answer,Confidence,Psolve,1 second,1000 seconds,1 minute,1000 minutes,1 hour,1000 hours,2000 hours,1000000 hours,Infinity,There is no way to know without additional information,Class,group_number
A2VFEDAK5C1E1O,CR_Conf,38,Male,Right,College,Infinity,2,11-20%,0-10%,41-50%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,42
A2VFHTZKUFKG16,CR_Conf,42,Male,Right,Graduate Degree,1000 minutes,5,21-30%,21-30%,21-30%,61-70%,51-60%,41-50%,71-80%,41-50%,31-40%,51-60%,41-50%,Non-Solver,42
A2VM3GR5I8KOLW,CR_Conf,25,Female,Both hands are equally strong,Graduate Degree,1 hour,6,21-30%,31-40%,41-50%,51-60%,31-40%,21-30%,41-50%,41-50%,51-60%,31-40%,41-50%,Solver,42
A2VN3OJKI3R6HE,CR_Conf,56,Male,Right,High School/GED,2000 hours,7,31-40%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,41-50%,21-30%,11-20%,11-20%,Non-Solver,42
A2VNR6984SDFGQ,CR_Conf,44,Female,Right,Graduate Degree,There is no way to know without additional information,10,21-30%,21-30%,81-90%,71-80%,61-70%,41-50%,0-10%,51-60%,11-20%,31-40%,21-30%,Non-Solver,42
A2VNSNAN1LZBAM,CR_Conf,61,Female,Right,High School/GED,Infinity,5,61-70%,0-10%,0-10%,0-10%,0-10%,11-20%,51-60%,61-70%,41-50%,61-70%,41-50%,Non-Solver,42
A2VPHDKX329A8I,CR_Conf,26,Female,Both hands are equally strong,College,There is no way to know without additional information,10,61-70%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,31-40%,41-50%,61-70%,81-90%,Non-Solver,42
A2VWQNU4TQ7ECK,CR_Conf,30,Female,Right,Graduate Degree,1000 hours,9,71-80%,61-70%,71-80%,61-70%,61-70%,61-70%,71-80%,71-80%,71-80%,61-70%,71-80%,Non-Solver,42
A2VXCN6C2NADP8,CR_Conf,43,Female,Right,High School/GED,There is no way to know without additional information,5,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,42
A2W3A42TRMJ861,CR_Conf,57,Female,Right,High School/GED,1000 hours,7,31-40%,0-10%,11-20%,0-10%,11-20%,11-20%,31-40%,11-20%,0-10%,21-30%,0-10%,Non-Solver,43
A2W5Q0IVJUS7Y6,CR_Conf,68,Male,Left,High School/GED,1000 hours,2,21-30%,0-10%,41-50%,0-10%,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,43
A2W8ZCOM232LAJ,CR_Conf,22,Female,Right,College,There is no way to know without additional information,3,21-30%,0-10%,21-30%,21-30%,21-30%,11-20%,11-20%,0-10%,0-10%,0-10%,11-20%,Non-Solver,43
A2WCKFUIHFR0E1,CR_Conf,35,Female,Right,Graduate Degree,1000 minutes,10,51-60%,51-60%,61-70%,71-80%,81-90%,61-70%,51-60%,41-50%,71-80%,51-60%,81-90%,Non-Solver,43
A2WD7K61WGL37E,CR_Conf,56,Female,Right,Graduate Degree,1000 minutes,2,11-20%,0-10%,0-10%,0-10%,21-30%,21-30%,11-20%,11-20%,0-10%,11-20%,21-30%,Non-Solver,43
A2WGW5Y3ZFBDEC,CR_Conf,48,Male,Right,College,1000 hours,1,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,43
A2WHC086WNUQNB,CR_Conf,52,Female,Right,College,1 hour,2,11-20%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,0-10%,0-10%,11-20%,71-80%,Solver,43
A2WQPXGX5H7C0R,CR_Conf,24,Male,Right,College,1 hour,8,71-80%,0-10%,0-10%,0-10%,0-10%,71-80%,0-10%,0-10%,0-10%,0-10%,11-20%,Solver,43
A2WQT33K6LD9Z5,CR_Conf,30,Male,Right,High School/GED,1000 minutes,6,21-30%,0-10%,0-10%,0-10%,31-40%,21-30%,11-20%,0-10%,11-20%,0-10%,0-10%,Non-Solver,43
A2J6T9ELNZ97JH,CR_Conf,70,Male,Right,High School/GED,1000 hours,2,0-10%,0-10%,0-10%,0-10%,11-20%,31-40%,0-10%,0-10%,0-10%,11-20%,0-10%,Non-Solver,43
A2JALZMZ2RMQ2W,CR_Conf,30,Male,Right,High School/GED,1000 hours,7,11-20%,0-10%,0-10%,0-10%,21-30%,21-30%,21-30%,0-10%,0-10%,11-20%,0-10%,Non-Solver,43
A2JC3V9RTU8XLW,CR_Conf,57,Female,Right,High School/GED,There is no way to know without additional information,7,61-70%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,51-60%,71-80%,Non-Solver,43
A2WYCY1FMQOD5F,CR_Conf,30,Male,Left,College,1 hour,6,41-50%,11-20%,41-50%,31-40%,31-40%,51-60%,41-50%,31-40%,21-30%,0-10%,0-10%,Solver,43
A2X00K0L67M360,CR_Conf,26,Female,Right,Graduate Degree,1 hour,10,51-60%,21-30%,41-50%,21-30%,51-60%,51-60%,31-40%,11-20%,31-40%,61-70%,11-20%,Solver,43
A2X1NEG8QWQOO6,CR_Conf,25,Female,Right,Graduate Degree,1 hour,8,71-80%,11-20%,21-30%,31-40%,21-30%,81-90%,31-40%,11-20%,21-30%,0-10%,0-10%,Solver,43
A2QFQSLWUAX9ZU,CR_Conf,37,Male,Right,College,Infinity,3,21-30%,0-10%,0-10%,0-10%,11-20%,31-40%,41-50%,41-50%,51-60%,61-70%,41-50%,Non-Solver,43
A2QG8DGOPT6F9P,CR_Conf,52,Female,Both hands are equally strong,High School/GED,Infinity,5,0-10%,0-10%,11-20%,0-10%,0-10%,0-10%,21-30%,11-20%,41-50%,51-60%,11-20%,Non-Solver,43
A2QLKEEJ9T2I25,CR_Conf,60,Male,Right,College,2000 hours,8,31-40%,71-80%,61-70%,71-80%,61-70%,71-80%,51-60%,51-60%,71-80%,51-60%,71-80%,Non-Solver,43
A2X7GGLA848P32,CR_Conf,42,Female,Right,Graduate Degree,1000 hours,1,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,43
A2XH3ANYM43OB9,CR_Conf,35,Male,Right,Graduate Degree,There is no way to know without additional information,9,11-20%,0-10%,21-30%,11-20%,21-30%,11-20%,21-30%,21-30%,11-20%,21-30%,31-40%,Non-Solver,43
A2XMFTY9WB05U6,CR_Conf,33,Male,Right,College,There is no way to know without additional information,4,41-50%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,0-10%,11-20%,0-10%,Non-Solver,43
A2XQFZSSV468NF,CR_Conf,28,Male,Right,College,1 hour,9,71-80%,61-70%,51-60%,41-50%,31-40%,21-30%,11-20%,0-10%,11-20%,31-40%,51-60%,Solver,43
A2XVQVZ97PT3GD,CR_Conf,29,Male,Right,Graduate Degree,1 minute,9,11-20%,61-70%,51-60%,61-70%,61-70%,41-50%,71-80%,51-60%,81-90%,51-60%,71-80%,Non-Solver,43
A2XXIMYOWPM5T5,CR_Conf,30,Male,Right,College,1 minute,8,51-60%,0-10%,0-10%,81-90%,51-60%,81-90%,31-40%,31-40%,41-50%,41-50%,21-30%,Non-Solver,43
A2YB18JHC2C7GF,CR_Conf,67,Female,Left,High School/GED,1000 hours,1,11-20%,0-10%,0-10%,0-10%,11-20%,0-10%,31-40%,41-50%,61-70%,61-70%,81-90%,Non-Solver,43
A2YE2I9DYV9OKW,CR_Conf,43,Male,Right,College,1000 hours,7,61-70%,0-10%,0-10%,0-10%,0-10%,0-10%,61-70%,11-20%,0-10%,11-20%,11-20%,Non-Solver,43
A2YE7NBCK14VAQ,CR_Conf,38,Male,Right,High School/GED,Infinity,1,0-10%,0-10%,0-10%,0-10%,41-50%,31-40%,11-20%,11-20%,11-20%,11-20%,21-30%,Non-Solver,43
A2YGVZ7TQ20JOI,CR_Conf,39,Female,Both hands are equally strong,Graduate Degree,Infinity,5,41-50%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,43
A2YJZYTC8WOIZT,CR_Conf,45,Female,Left,College,1 hour,2,21-30%,0-10%,0-10%,0-10%,0-10%,21-30%,21-30%,21-30%,21-30%,31-40%,0-10%,Solver,43
A2YKYAZYVWOXBO,CR_Conf,41,Male,Right,High School/GED,1 hour,8,31-40%,0-10%,0-10%,0-10%,11-20%,61-70%,0-10%,0-10%,0-10%,21-30%,21-30%,Solver,43
A2YLEULZ7L44FP,CR_Conf,31,Male,Right,High School/GED,Infinity,4,31-40%,0-10%,0-10%,0-10%,11-20%,51-60%,61-70%,51-60%,61-70%,51-60%,51-60%,Non-Solver,44
A2YLWZJ64PI1RQ,CR_Conf,40,Female,Right,High School/GED,Infinity,10,41-50%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,31-40%,41-50%,61-70%,71-80%,Non-Solver,44
A2YOVBJ9EXAI8W,CR_Conf,33,Male,Right,High School/GED,1 hour,7,31-40%,0-10%,11-20%,11-20%,0-10%,21-30%,0-10%,0-10%,0-10%,21-30%,0-10%,Solver,44
A2YT81KJG6VUA9,CR_Conf,32,Female,Right,College,1000 minutes,5,21-30%,0-10%,11-20%,31-40%,41-50%,11-20%,0-10%,31-40%,61-70%,11-20%,31-40%,Non-Solver,44
A2YT81KJG6VUA9,CR_Conf,32,Female,Right,College,1 minute,5,21-30%,0-10%,21-30%,21-30%,41-50%,41-50%,31-40%,41-50%,51-60%,0-10%,21-30%,Non-Solver,44
A2YTO4EY3MNYAJ,CR_Conf,44,Female,Left,College,1 hour,10,81-90%,0-10%,0-10%,0-10%,41-50%,81-90%,61-70%,31-40%,11-20%,51-60%,61-70%,Solver,44
A2Z64HYA7GG3KM,CR_Conf,37,Male,Right,High School/GED,2000 hours,3,21-30%,0-10%,0-10%,0-10%,11-20%,11-20%,31-40%,41-50%,0-10%,11-20%,11-20%,Non-Solver,44
A2Z6NL0CTXY0ZB,CR_Conf,39,Female,Right,High School/GED,Infinity,1,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,51-60%,51-60%,71-80%,81-90%,0-10%,Non-Solver,44
A2Z8V601LQT1KU,CR_Conf,65,Female,Right,College,Infinity,8,21-30%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,11-20%,21-30%,11-20%,Non-Solver,44
A2ZBDD2PGJ262Y,CR_Conf,27,Female,Right,Graduate Degree,Infinity,2,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,Non-Solver,44
A2ZDEERVRN5AMC,CR_Conf,27,Male,Right,High School/GED,2000 hours,3,11-20%,0-10%,0-10%,0-10%,41-50%,11-20%,41-50%,41-50%,11-20%,51-60%,61-70%,Non-Solver,44
A2ZDK0Y5466BXN,CR_Conf,49,Female,Right,College,Infinity,5,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,11-20%,0-10%,Non-Solver,44
A2JCHN90PRUWDH,CR_Conf,25,Male,Right,College,1000 seconds,2,11-20%,11-20%,11-20%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,44
A2JCK494NV7TFX,CR_Conf,36,Male,Right,College,There is no way to know without additional information,4,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,11-20%,31-40%,Non-Solver,44
A2JHF7CU91EVXW,CR_Conf,44,Male,Right,College,1 hour,5,71-80%,0-10%,0-10%,0-10%,0-10%,41-50%,11-20%,11-20%,11-20%,0-10%,11-20%,Solver,44
A2ZGRB5DEGOG9C,CR_Conf,36,Male,Right,Less than High School,There is no way to know without additional information,4,41-50%,0-10%,0-10%,0-10%,11-20%,21-30%,0-10%,0-10%,0-10%,31-40%,41-50%,Non-Solver,44
A2ZK5I1MDWNPRU,CR_Conf,25,Female,Right,Graduate Degree,2000 hours,7,0-10%,0-10%,0-10%,0-10%,0-10%,61-70%,61-70%,0-10%,21-30%,81-90%,71-80%,Non-Solver,44
A2ZL5GAZK6S0H1,CR_Conf,25,Male,Left,Graduate Degree,1000 hours,7,61-70%,41-50%,21-30%,21-30%,51-60%,41-50%,21-30%,51-60%,41-50%,31-40%,61-70%,Non-Solver,44
A300GJOLD4FJF4,CR_Conf,40,Male,Left,Graduate Degree,1000 hours,2,0-10%,0-10%,0-10%,0-10%,21-30%,31-40%,51-60%,61-70%,11-20%,71-80%,41-50%,Non-Solver,44
A308FEI88TJ8WV,CR_Conf,62,Female,Right,High School/GED,There is no way to know without additional information,1,0-10%,0-10%,0-10%,0-10%,11-20%,31-40%,41-50%,51-60%,21-30%,71-80%,61-70%,Non-Solver,44
A308FEI88TJ8WV,CR_Conf,62,Female,Right,High School/GED,There is no way to know without additional information,2,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,11-20%,0-10%,21-30%,61-70%,Non-Solver,44
A2QUQ0S2F6K3QJ,CR_Conf,62,Female,Right,High School/GED,1000 minutes,3,21-30%,61-70%,41-50%,31-40%,11-20%,61-70%,31-40%,21-30%,51-60%,0-10%,71-80%,Non-Solver,44
A2R0YYUAWNT7UD,CR_Conf,27,Male,Right,College,There is no way to know without additional information,10,71-80%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,21-30%,61-70%,Non-Solver,44
A2R182TXQ26ZGE,CR_Conf,32,Male,Left,High School/GED,Infinity,5,41-50%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,Non-Solver,44
A30H5IF78HYZJ4,CR_Conf,38,Female,Right,Graduate Degree,There is no way to know without additional information,8,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,44
A30J4IZCMCR31F,CR_Conf,33,Female,Right,College,2000 hours,1,11-20%,0-10%,0-10%,0-10%,11-20%,0-10%,11-20%,21-30%,11-20%,21-30%,21-30%,Non-Solver,44
A30PLS3F9AM54J,CR_Conf,49,Female,Right,Graduate Degree,There is no way to know without additional information,5,11-20%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,0-10%,0-10%,0-10%,Non-Solver,44
A30XJHY5V549VC,CR_Conf,30,Female,Right,College,1000 hours,5,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,0-10%,0-10%,11-20%,Non-Solver,44
A311K1G5AP6FRA,CR_Conf,42,Female,Right,Graduate Degree,1 hour,6,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver,44
A318574M8Q965P,CR_Conf,49,Female,Right,Graduate Degree,Infinity,3,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,44
A337MKRWW1YJSD,CR_Conf,35,Male,Right,College,1 hour,8,41-50%,0-10%,0-10%,0-10%,0-10%,41-50%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver,45
A339L5YF2O6773,CR_Conf,28,Male,,Graduate Degree,1 minute,8,21-30%,51-60%,61-70%,51-60%,41-50%,51-60%,51-60%,41-50%,51-60%,41-50%,51-60%,Non-Solver,45
A33GOGPEB64S9Q,CR_Conf,30,Female,Right,Graduate Degree,1000 seconds,10,61-70%,81-90%,31-40%,51-60%,71-80%,51-60%,61-70%,51-60%,51-60%,21-30%,11-20%,Non-Solver,45
A33QSLM9P8111P,CR_Conf,32,Female,Right,Graduate Degree,Infinity,4,31-40%,11-20%,21-30%,51-60%,51-60%,31-40%,11-20%,0-10%,0-10%,81-90%,11-20%,Non-Solver,45
A33UMG50QSJ7KS,CR_Conf,28,Female,Right,College,Infinity,1,21-30%,0-10%,11-20%,11-20%,21-30%,11-20%,11-20%,11-20%,11-20%,41-50%,11-20%,Non-Solver,45
A341XKSRZ58FJK,CR_Conf,45,Male,Right,High School/GED,Infinity,9,0-10%,0-10%,0-10%,0-10%,0-10%,71-80%,0-10%,0-10%,0-10%,0-10%,11-20%,Non-Solver,45
A345F5R4TUA45A,CR_Conf,49,Male,Right,High School/GED,1000000 hours,2,21-30%,0-10%,0-10%,0-10%,11-20%,0-10%,11-20%,0-10%,21-30%,0-10%,0-10%,Non-Solver,45
A345RMXKPKS5AD,CR_Conf,39,Male,Right,Graduate Degree,1000 hours,3,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,21-30%,Non-Solver,45
A346XPIBKBQ8Z6,CR_Conf,38,Male,Right,College,1 hour,4,31-40%,0-10%,0-10%,0-10%,21-30%,41-50%,11-20%,0-10%,0-10%,0-10%,0-10%,Solver,45
A2R3JUR8AHZF1D,CR_Conf,54,Female,Right,College,There is no way to know without additional information,5,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,45
A2R72PEQOZAINO,CR_Conf,59,Female,Right,Graduate Degree,Infinity,9,61-70%,0-10%,0-10%,11-20%,21-30%,21-30%,21-30%,21-30%,21-30%,61-70%,11-20%,Non-Solver,45
A2RAS1CI2IY938,CR_Conf,25,Male,Right,College,Infinity,10,41-50%,11-20%,11-20%,21-30%,0-10%,0-10%,41-50%,0-10%,0-10%,61-70%,51-60%,Non-Solver,45
A34F2ESTZYTWRM,CR_Conf,36,Male,Right,College,1 hour,10,51-60%,0-10%,0-10%,31-40%,0-10%,41-50%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver,45
A34LDW7RA32V00,CR_Conf,49,Female,Right,College,1000 hours,7,11-20%,21-30%,11-20%,21-30%,31-40%,41-50%,31-40%,41-50%,61-70%,41-50%,51-60%,Non-Solver,45
A34M6IVV9AYXHP,CR_Conf,25,Male,Right,Graduate Degree,1000 seconds,9,61-70%,31-40%,71-80%,51-60%,61-70%,41-50%,31-40%,41-50%,31-40%,11-20%,21-30%,Non-Solver,45
A34XIQTEVQ5VSU,CR_Conf,24,Female,Right,Graduate Degree,Infinity,4,81-90%,71-80%,61-70%,11-20%,11-20%,31-40%,31-40%,31-40%,21-30%,71-80%,61-70%,Non-Solver,45
A354QMVOXVCIS2,CR_Conf,45,Male,Right,Graduate Degree,1 minute,7,71-80%,31-40%,21-30%,61-70%,51-60%,41-50%,61-70%,21-30%,21-30%,31-40%,31-40%,Non-Solver,45
A35D31QHYQUF9V,CR_Conf,35,Male,Right,College,There is no way to know without additional information,5,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,Non-Solver,45
A35FEVVJUP5AL5,CR_Conf,54,Male,Left,Graduate Degree,Infinity,1,11-20%,0-10%,0-10%,0-10%,11-20%,0-10%,21-30%,0-10%,0-10%,21-30%,31-40%,Non-Solver,45
A35QZFRG4FKK3Z,CR_Conf,67,Female,Right,Graduate Degree,1 hour,6,91-100%,0-10%,0-10%,0-10%,0-10%,81-90%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver,45
A364KJDYEBAWC9,CR_Conf,50,Male,Left,College,1000 minutes,5,21-30%,0-10%,0-10%,0-10%,21-30%,21-30%,41-50%,11-20%,0-10%,0-10%,0-10%,Non-Solver,45
A36793QL7HS6JB,CR_Conf,57,Female,Right,College,Infinity,9,91-100%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,81-90%,11-20%,Non-Solver,45
A36EOEBVBUTO85,CR_Conf,41,Female,Right,Graduate Degree,There is no way to know without additional information,1,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,41-50%,Non-Solver,45
A36HFMF9Z4BGS8,CR_Conf,55,Male,Right,High School/GED,1 minute,8,41-50%,0-10%,0-10%,41-50%,21-30%,0-10%,0-10%,0-10%,0-10%,11-20%,71-80%,Non-Solver,45
A36IU5EX4AZD04,CR_Conf,21,Male,Right,High School/GED,Infinity,4,0-10%,0-10%,0-10%,11-20%,41-50%,41-50%,41-50%,51-60%,31-40%,71-80%,71-80%,Non-Solver,45
A36IYIE23IO4HE,CR_Conf,42,Female,Left,College,There is no way to know without additional information,6,11-20%,0-10%,0-10%,0-10%,11-20%,21-30%,51-60%,11-20%,81-90%,71-80%,0-10%,Non-Solver,45
A36OLZLW29173F,CR_Conf,26,Male,Right,College,1 hour,7,11-20%,0-10%,0-10%,0-10%,0-10%,41-50%,0-10%,0-10%,0-10%,41-50%,0-10%,Solver,45
A36UNYMDBED99W,CR_Conf,70,Male,Both hands are equally strong,College,There is no way to know without additional information,8,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,21-30%,31-40%,Non-Solver,45
A36UZHVNGAP6R6,CR_Conf,37,Female,Right,College,1 hour,3,41-50%,0-10%,11-20%,0-10%,0-10%,51-60%,0-10%,0-10%,0-10%,0-10%,21-30%,Solver,45
A36VXS1NZ2GN2T,CR_Conf,48,Female,Right,College,Infinity,6,21-30%,0-10%,0-10%,0-10%,21-30%,21-30%,21-30%,31-40%,31-40%,31-40%,41-50%,Non-Solver,45
A31AUIR5PDLYM,CR_Conf,36,Female,Right,College,1000 hours,4,31-40%,0-10%,0-10%,0-10%,21-30%,21-30%,31-40%,31-40%,0-10%,11-20%,11-20%,Non-Solver,46
A31NILFUEWAOSJ,CR_Conf,33,Male,Right,High School/GED,1 hour,6,11-20%,0-10%,0-10%,0-10%,11-20%,41-50%,31-40%,11-20%,0-10%,11-20%,11-20%,Solver,46
A31U7VGTEOY2RG,CR_Conf,48,Female,Right,College,There is no way to know without additional information,4,11-20%,0-10%,0-10%,0-10%,0-10%,21-30%,11-20%,0-10%,0-10%,11-20%,11-20%,Non-Solver,46
A36ZLJPURT0ILP,CR_Conf,46,Male,Left,High School/GED,There is no way to know without additional information,1,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,46
A37035O52KQUMA,CR_Conf,34,Male,Right,Graduate Degree,1 hour,7,21-30%,61-70%,51-60%,41-50%,51-60%,31-40%,41-50%,21-30%,31-40%,41-50%,81-90%,Solver,46
A37533SGF100SL,CR_Conf,30,Male,Right,College,2000 hours,4,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,21-30%,11-20%,21-30%,31-40%,Non-Solver,46
A37EV8RZ82WT8E,CR_Conf,30,Male,Right,College,1000 hours,8,21-30%,0-10%,0-10%,31-40%,21-30%,11-20%,21-30%,11-20%,21-30%,0-10%,0-10%,Non-Solver,46
A37JW9XJ3Y9BKO,CR_Conf,39,Male,Right,Graduate Degree,There is no way to know without additional information,10,41-50%,0-10%,21-30%,11-20%,21-30%,11-20%,11-20%,0-10%,11-20%,11-20%,11-20%,Non-Solver,46
A37QFZ8I1TGH2C,CR_Conf,66,Female,Right,College,Infinity,2,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,Non-Solver,46
A37QSL0PMFJ7TM,CR_Conf,51,Male,Both hands are equally strong,College,There is no way to know without additional information,9,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,Non-Solver,46
A37S96RT1P1IT2,CR_Conf,36,Female,Right,College,1 hour,2,21-30%,0-10%,0-10%,0-10%,0-10%,71-80%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver,46
A37VBAMFEQKJO4,CR_Conf,52,Male,Right,College,There is no way to know without additional information,10,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,46
A37W0GRXSM04LX,CR_Conf,50,Male,Both hands are equally strong,High School/GED,There is no way to know without additional information,4,21-30%,0-10%,0-10%,11-20%,11-20%,11-20%,0-10%,0-10%,11-20%,21-30%,21-30%,Non-Solver,46
A37XJVQF62ZYC,CR_Conf,55,Male,Left,High School/GED,There is no way to know without additional information,8,51-60%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,31-40%,31-40%,Non-Solver,46
A38AF7RJM28PGX,CR_Conf,66,Female,Right,College,1 hour,3,21-30%,0-10%,11-20%,11-20%,11-20%,31-40%,0-10%,0-10%,0-10%,0-10%,61-70%,Solver,46
A2RDAJ32TF20LF,CR_Conf,26,Female,Right,College,There is no way to know without additional information,2,61-70%,11-20%,11-20%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,Non-Solver,46
A2REBBMVBFBWFD,CR_Conf,44,Male,Right,Graduate Degree,Infinity,3,21-30%,0-10%,0-10%,0-10%,0-10%,51-60%,61-70%,71-80%,31-40%,41-50%,61-70%,Non-Solver,46
A2RHE12CJSKCRE,CR_Conf,29,Female,Right,High School/GED,1 minute,7,11-20%,31-40%,31-40%,71-80%,41-50%,41-50%,41-50%,0-10%,0-10%,0-10%,0-10%,Non-Solver,46
A38DHLB88V8DL8,CR_Conf,44,Female,Right,College,Infinity,2,11-20%,0-10%,11-20%,0-10%,21-30%,21-30%,11-20%,0-10%,0-10%,41-50%,0-10%,Non-Solver,46
A38DXFI1TZA295,CR_Conf,55,Male,Right,College,1 hour,2,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver,46
A38F8U7SZ7CE1Y,CR_Conf,27,Male,Right,Graduate Degree,1000 minutes,5,41-50%,0-10%,0-10%,61-70%,61-70%,31-40%,21-30%,11-20%,0-10%,0-10%,51-60%,Non-Solver,46
A38GD64MIM8FML,CR_Conf,25,Female,Right,Graduate Degree,2000 hours,9,71-80%,0-10%,0-10%,71-80%,61-70%,41-50%,51-60%,41-50%,21-30%,31-40%,51-60%,Non-Solver,46
A38ILUORAQ7EJ0,CR_Conf,33,Female,Right,High School/GED,1 minute,1,0-10%,0-10%,0-10%,81-90%,51-60%,61-70%,71-80%,0-10%,0-10%,61-70%,81-90%,Non-Solver,46
A38OPVI04AH4JG,CR_Conf,51,Male,Right,College,1 minute,5,21-30%,11-20%,11-20%,31-40%,11-20%,11-20%,21-30%,31-40%,11-20%,0-10%,0-10%,Non-Solver,46
A38TZK07ON180S,CR_Conf,39,Male,Right,College,Infinity,7,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,91-100%,0-10%,Non-Solver,46
A38ZV8LBZ034IZ,CR_Conf,56,Male,Right,College,There is no way to know without additional information,10,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,46
A394B1YXZ1G9SI,CR_Conf,30,Male,Right,Graduate Degree,1000 minutes,9,51-60%,51-60%,61-70%,51-60%,41-50%,61-70%,71-80%,61-70%,21-30%,31-40%,41-50%,Non-Solver,46
A395TE79MF1S36,CR_Conf,38,Female,Right,College,Infinity,2,0-10%,0-10%,0-10%,0-10%,21-30%,0-10%,0-10%,0-10%,0-10%,21-30%,21-30%,Non-Solver,46
A398PAVIY4EUGH,CR_Conf,27,Male,Right,Graduate Degree,1 hour,8,71-80%,0-10%,0-10%,71-80%,61-70%,81-90%,71-80%,61-70%,71-80%,71-80%,61-70%,Solver,46
A39C4K9XUBO2AI,CR_Conf,37,Male,Right,Graduate Degree,1 hour,7,21-30%,0-10%,0-10%,0-10%,0-10%,21-30%,0-10%,0-10%,0-10%,51-60%,0-10%,Solver,46
A39EBCTD36G85Y,CR_Conf,36,Female,Left,College,Infinity,4,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,81-90%,11-20%,Non-Solver,47
